資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200320,0050,1,42622,10552817,1.00
20200320,0050,2,91585,178913573,17.11
20200320,0050,3,10214,78827365,7.53
20200320,0050,4,2797,35812484,3.42
20200320,0050,5,1558,28461457,2.72
20200320,0050,6,1262,31895012,3.05
20200320,0050,7,535,19127000,1.82
20200320,0050,8,339,15697212,1.50
20200320,0050,9,534,37883695,3.62
20200320,0050,10,182,25727984,2.46
20200320,0050,11,67,18785238,1.79
20200320,0050,12,17,8077000,0.77
20200320,0050,13,9,6399954,0.61
20200320,0050,14,7,6366000,0.60
20200320,0050,15,64,551456209,52.74
20200320,0050,16,2,8483000,0.81
20200320,0050,17,151792,1045500000,101.00
20200320,0051,1,279,48734,0.51
20200320,0051,2,1546,2892258,30.44
20200320,0051,3,132,1067618,11.23
20200320,0051,4,33,412456,4.34
20200320,0051,5,31,576000,6.06
20200320,0051,6,14,360000,3.78
20200320,0051,7,11,377934,3.97
20200320,0051,8,4,193000,2.03
20200320,0051,9,8,541000,5.69
20200320,0051,10,5,691000,7.27
20200320,0051,11,2,428000,4.50
20200320,0051,12,1,421000,4.43
20200320,0051,13,2,1491000,15.69
20200320,0051,14,0,0,0.00
20200320,0051,15,0,0,0.00
20200320,0051,16,0,0,0.00
20200320,0051,17,2068,9500000,100.00
20200320,0052,1,1664,355394,1.18
20200320,0052,2,776,1435103,4.78
20200320,0052,3,65,504566,1.68
20200320,0052,4,9,116621,0.38
20200320,0052,5,5,98000,0.32
20200320,0052,6,9,226156,0.75
20200320,0052,7,4,144000,0.48
20200320,0052,8,3,136000,0.45
20200320,0052,9,3,196000,0.65
20200320,0052,10,5,694000,2.31
20200320,0052,11,1,378160,1.26
20200320,0052,12,0,0,0.00
20200320,0052,13,0,0,0.00
20200320,0052,14,0,0,0.00
20200320,0052,15,2,25716000,85.72
20200320,0052,16,0,0,0.00
20200320,0052,17,2546,30000000,100.00
20200320,0053,1,66,6916,0.12
20200320,0053,2,681,1410084,25.69
20200320,0053,3,93,798000,14.54
20200320,0053,4,11,147000,2.67
20200320,0053,5,23,441000,8.03
20200320,0053,6,6,152000,2.76
20200320,0053,7,2,71000,1.29
20200320,0053,8,4,196000,3.57
20200320,0053,9,2,155000,2.82
20200320,0053,10,2,338000,6.15
20200320,0053,11,1,399000,7.27
20200320,0053,12,0,0,0.00
20200320,0053,13,0,0,0.00
20200320,0053,14,0,0,0.00
20200320,0053,15,1,1374000,25.03
20200320,0053,16,0,0,0.00
20200320,0053,17,892,5488000,100.00
20200320,0054,1,59,5595,0.05
20200320,0054,2,886,1858363,18.35
20200320,0054,3,138,1192000,11.77
20200320,0054,4,45,609000,6.01
20200320,0054,5,40,779000,7.69
20200320,0054,6,10,254000,2.50
20200320,0054,7,12,445042,4.39
20200320,0054,8,5,237000,2.34
20200320,0054,9,6,492000,4.85
20200320,0054,10,4,603000,5.95
20200320,0054,11,2,710000,7.01
20200320,0054,12,1,509000,5.02
20200320,0054,13,0,0,0.00
20200320,0054,14,0,0,0.00
20200320,0054,15,1,2430000,24.00
20200320,0054,16,0,0,0.00
20200320,0054,17,1209,10124000,100.00
20200320,0055,1,207,41017,0.11
20200320,0055,2,2508,5469321,14.92
20200320,0055,3,472,3995000,10.89
20200320,0055,4,119,1566000,4.27
20200320,0055,5,112,2116987,5.77
20200320,0055,6,76,2037000,5.55
20200320,0055,7,49,1755150,4.78
20200320,0055,8,27,1304000,3.55
20200320,0055,9,36,2621000,7.15
20200320,0055,10,17,2225525,6.07
20200320,0055,11,8,2186000,5.96
20200320,0055,12,2,962000,2.62
20200320,0055,13,1,798000,2.17
20200320,0055,14,0,0,0.00
20200320,0055,15,3,9577000,26.12
20200320,0055,16,0,0,0.00
20200320,0055,17,3637,36654000,100.00
20200320,0056,1,23938,7988829,0.38
20200320,0056,2,186759,418782000,20.08
20200320,0056,3,36760,291282542,13.97
20200320,0056,4,11819,152698138,7.32
20200320,0056,5,7372,136300833,6.53
20200320,0056,6,6157,157735109,7.56
20200320,0056,7,2884,103847119,4.98
20200320,0056,8,1693,78771500,3.77
20200320,0056,9,2664,187900125,9.01
20200320,0056,10,875,119144165,5.71
20200320,0056,11,271,74336840,3.56
20200320,0056,12,48,24070000,1.15
20200320,0056,13,15,10682243,0.51
20200320,0056,14,6,5615000,0.26
20200320,0056,15,48,408466329,19.59
20200320,0056,16,2,93086772,4.46
20200320,0056,17,281309,2084534000,104.00
20200320,0057,1,24,1479,0.03
20200320,0057,2,62,112000,2.47
20200320,0057,3,4,35000,0.77
20200320,0057,4,1,12000,0.26
20200320,0057,5,3,51000,1.12
20200320,0057,6,2,57000,1.25
20200320,0057,7,1,33000,0.72
20200320,0057,8,0,0,0.00
20200320,0057,9,2,170000,3.75
20200320,0057,10,1,157000,3.46
20200320,0057,11,2,527000,11.64
20200320,0057,12,1,458521,10.12
20200320,0057,13,0,0,0.00
20200320,0057,14,0,0,0.00
20200320,0057,15,1,2913000,64.34
20200320,0057,16,0,0,0.00
20200320,0057,17,104,4527000,100.00
20200320,0061,1,537,152549,0.06
20200320,0061,2,7917,18810047,7.41
20200320,0061,3,2049,17437249,6.87
20200320,0061,4,693,9199098,3.62
20200320,0061,5,573,10862998,4.28
20200320,0061,6,519,13755945,5.42
20200320,0061,7,274,10077226,3.97
20200320,0061,8,221,10594975,4.17
20200320,0061,9,387,28433154,11.21
20200320,0061,10,166,23975759,9.45
20200320,0061,11,75,20533000,8.09
20200320,0061,12,23,11415000,4.50
20200320,0061,13,17,11777000,4.64
20200320,0061,14,7,6138000,2.42
20200320,0061,15,22,60456000,23.83
20200320,0061,16,1,2000,0.00
20200320,0061,17,13480,253616000,100.00
20200320,006201,1,66,10138,0.04
20200320,006201,2,1120,2560706,12.22
20200320,006201,3,242,2059700,9.83
20200320,006201,4,61,796794,3.80
20200320,006201,5,55,1023670,4.88
20200320,006201,6,28,750000,3.58
20200320,006201,7,14,489000,2.33
20200320,006201,8,4,180000,0.85
20200320,006201,9,8,522000,2.49
20200320,006201,10,5,687992,3.28
20200320,006201,11,1,217000,1.03
20200320,006201,12,2,987000,4.71
20200320,006201,13,0,0,0.00
20200320,006201,14,0,0,0.00
20200320,006201,15,3,10662000,50.90
20200320,006201,16,0,0,0.00
20200320,006201,17,1609,20946000,100.00
20200320,006203,1,35,3691,0.03
20200320,006203,2,201,328309,3.06
20200320,006203,3,13,109000,1.01
20200320,006203,4,0,0,0.00
20200320,006203,5,7,128000,1.19
20200320,006203,6,0,0,0.00
20200320,006203,7,2,62000,0.57
20200320,006203,8,2,83000,0.77
20200320,006203,9,1,99000,0.92
20200320,006203,10,0,0,0.00
20200320,006203,11,0,0,0.00
20200320,006203,12,3,1405000,13.10
20200320,006203,13,0,0,0.00
20200320,006203,14,0,0,0.00
20200320,006203,15,2,8500000,79.30
20200320,006203,16,0,0,0.00
20200320,006203,17,266,10718000,100.00
20200320,006204,1,140,12762,0.63
20200320,006204,2,151,260484,13.02
20200320,006204,3,16,121722,6.08
20200320,006204,4,2,27000,1.35
20200320,006204,5,1,20000,1.00
20200320,006204,6,3,79000,3.95
20200320,006204,7,0,0,0.00
20200320,006204,8,0,0,0.00
20200320,006204,9,2,149000,7.45
20200320,006204,10,0,0,0.00
20200320,006204,11,1,330032,16.50
20200320,006204,12,0,0,0.00
20200320,006204,13,0,0,0.00
20200320,006204,14,1,1000000,50.00
20200320,006204,15,0,0,0.00
20200320,006204,16,0,0,0.00
20200320,006204,17,317,2000000,100.00
20200320,006205,1,5671,2392112,0.87
20200320,006205,2,9414,21725444,7.93
20200320,006205,3,1863,14506858,5.29
20200320,006205,4,603,7854315,2.86
20200320,006205,5,422,7855950,2.86
20200320,006205,6,374,9718816,3.55
20200320,006205,7,188,6798214,2.48
20200320,006205,8,138,6485967,2.36
20200320,006205,9,240,17624939,6.43
20200320,006205,10,105,15500805,5.66
20200320,006205,11,39,10942615,3.99
20200320,006205,12,23,11335000,4.14
20200320,006205,13,5,3551000,1.29
20200320,006205,14,8,7333000,2.67
20200320,006205,15,21,130115965,47.53
20200320,006205,16,0,0,0.00
20200320,006205,17,19114,273741000,100.00
20200320,006206,1,1193,418847,0.47
20200320,006206,2,3513,7853813,8.94
20200320,006206,3,686,5666478,6.45
20200320,006206,4,213,2819633,3.21
20200320,006206,5,184,3437931,3.91
