資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200417,0050,1,47128,11528804,1.10
20200417,0050,2,97588,187395577,17.99
20200417,0050,3,10193,78683707,7.55
20200417,0050,4,2753,35278808,3.38
20200417,0050,5,1513,27602133,2.65
20200417,0050,6,1215,30611280,2.93
20200417,0050,7,563,20097046,1.92
20200417,0050,8,318,14721931,1.41
20200417,0050,9,506,35915256,3.44
20200417,0050,10,185,26076211,2.50
20200417,0050,11,64,18699863,1.79
20200417,0050,12,17,8439000,0.81
20200417,0050,13,5,3604000,0.34
20200417,0050,14,6,5540000,0.53
20200417,0050,15,66,537307380,51.58
20200417,0050,16,0,0,0.00
20200417,0050,17,162120,1041500996,100.00
20200417,0051,1,286,51503,0.54
20200417,0051,2,1561,2894850,30.47
20200417,0051,3,133,1069667,11.25
20200417,0051,4,34,420046,4.42
20200417,0051,5,30,560000,5.89
20200417,0051,6,14,361000,3.80
20200417,0051,7,11,377934,3.97
20200417,0051,8,3,143000,1.50
20200417,0051,9,8,538000,5.66
20200417,0051,10,5,701000,7.37
20200417,0051,11,2,485000,5.10
20200417,0051,12,1,411000,4.32
20200417,0051,13,2,1487000,15.65
20200417,0051,14,0,0,0.00
20200417,0051,15,0,0,0.00
20200417,0051,16,0,0,0.00
20200417,0051,17,2090,9500000,100.00
20200417,0052,1,1781,400324,1.33
20200417,0052,2,855,1576694,5.25
20200417,0052,3,70,541596,1.80
20200417,0052,4,7,91621,0.30
20200417,0052,5,8,151000,0.50
20200417,0052,6,5,123000,0.41
20200417,0052,7,3,106765,0.35
20200417,0052,8,3,130000,0.43
20200417,0052,9,5,321000,1.07
20200417,0052,10,6,850000,2.83
20200417,0052,11,0,0,0.00
20200417,0052,12,0,0,0.00
20200417,0052,13,0,0,0.00
20200417,0052,14,0,0,0.00
20200417,0052,15,2,25708000,85.69
20200417,0052,16,0,0,0.00
20200417,0052,17,2745,30000000,100.00
20200417,0053,1,64,6955,0.10
20200417,0053,2,695,1418045,21.85
20200417,0053,3,94,803000,12.37
20200417,0053,4,11,147000,2.26
20200417,0053,5,21,405000,6.24
20200417,0053,6,7,176000,2.71
20200417,0053,7,2,71000,1.09
20200417,0053,8,2,100000,1.54
20200417,0053,9,2,155000,2.38
20200417,0053,10,1,200000,3.08
20200417,0053,11,1,377000,5.81
20200417,0053,12,1,570000,8.78
20200417,0053,13,1,681000,10.49
20200417,0053,14,0,0,0.00
20200417,0053,15,1,1378000,21.23
20200417,0053,16,0,0,0.00
20200417,0053,17,903,6488000,100.00
20200417,0054,1,61,6778,0.06
20200417,0054,2,890,1865180,18.42
20200417,0054,3,138,1190000,11.75
20200417,0054,4,46,626000,6.18
20200417,0054,5,41,799000,7.89
20200417,0054,6,10,262042,2.58
20200417,0054,7,10,378000,3.73
20200417,0054,8,5,237000,2.34
20200417,0054,9,6,492000,4.85
20200417,0054,10,4,603000,5.95
20200417,0054,11,2,735000,7.25
20200417,0054,12,1,502000,4.95
20200417,0054,13,0,0,0.00
20200417,0054,14,0,0,0.00
20200417,0054,15,1,2428000,23.98
20200417,0054,16,0,0,0.00
20200417,0054,17,1215,10124000,100.00
