資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200710,0050,1,56869,14127404,1.06
20200710,0050,2,86834,164184198,12.33
20200710,0050,3,8583,66296314,4.98
20200710,0050,4,2355,30082484,2.26
20200710,0050,5,1276,23306765,1.75
20200710,0050,6,1037,26106940,1.96
20200710,0050,7,465,16571843,1.24
20200710,0050,8,272,12573581,0.94
20200710,0050,9,444,31532711,2.36
20200710,0050,10,156,22323191,1.67
20200710,0050,11,64,18567989,1.39
20200710,0050,12,19,9256411,0.69
20200710,0050,13,8,5667000,0.42
20200710,0050,14,12,10929695,0.82
20200710,0050,15,59,879477474,66.07
20200710,0050,16,2,4000,0.00
20200710,0050,17,158453,1331000000,100.00
20200710,0051,1,309,58148,0.58
20200710,0051,2,1467,2737490,27.37
20200710,0051,3,126,1012783,10.12
20200710,0051,4,32,395645,3.95
20200710,0051,5,29,542000,5.42
20200710,0051,6,12,311000,3.11
20200710,0051,7,11,365000,3.65
20200710,0051,8,5,226934,2.26
20200710,0051,9,8,518000,5.18
20200710,0051,10,4,504000,5.04
20200710,0051,11,2,465000,4.65
20200710,0051,12,3,1360000,13.60
20200710,0051,13,2,1504000,15.04
20200710,0051,14,0,0,0.00
20200710,0051,15,0,0,0.00
20200710,0051,16,0,0,0.00
20200710,0051,17,2010,10000000,100.00
20200710,0052,1,2044,509160,2.36
20200710,0052,2,930,1634062,7.60
20200710,0052,3,82,657917,3.06
20200710,0052,4,13,159815,0.74
20200710,0052,5,10,190000,0.88
20200710,0052,6,5,113000,0.52
20200710,0052,7,3,117000,0.54
20200710,0052,8,2,91000,0.42
20200710,0052,9,6,434046,2.01
20200710,0052,10,4,600000,2.79
20200710,0052,11,1,264000,1.22
20200710,0052,12,0,0,0.00
20200710,0052,13,0,0,0.00
20200710,0052,14,0,0,0.00
20200710,0052,15,2,16730000,77.81
20200710,0052,16,0,0,0.00
20200710,0052,17,3102,21500000,100.00
20200710,0053,1,75,7209,0.12
20200710,0053,2,707,1439791,24.04
20200710,0053,3,91,789000,13.17
20200710,0053,4,10,132000,2.20
20200710,0053,5,22,420000,7.01
20200710,0053,6,6,157000,2.62
20200710,0053,7,1,40000,0.66
20200710,0053,8,2,100000,1.67
20200710,0053,9,3,211000,3.52
20200710,0053,10,1,200000,3.34
20200710,0053,11,2,550000,9.18
20200710,0053,12,1,571000,9.53
20200710,0053,13,0,0,0.00
20200710,0053,14,0,0,0.00
20200710,0053,15,1,1371000,22.89
20200710,0053,16,0,0,0.00
20200710,0053,17,922,5988000,100.00
20200710,0054,1,64,5065,0.05
20200710,0054,2,837,1746893,18.15
20200710,0054,3,125,1082000,11.24
20200710,0054,4,42,570000,5.92
20200710,0054,5,37,722000,7.50
20200710,0054,6,8,204042,2.12
20200710,0054,7,9,343000,3.56
20200710,0054,8,6,280000,2.90
20200710,0054,9,5,432000,4.48
20200710,0054,10,4,594000,6.17
20200710,0054,11,2,788000,8.18
20200710,0054,12,1,473000,4.91
20200710,0054,13,0,0,0.00
20200710,0054,14,0,0,0.00
20200710,0054,15,1,2384000,24.77
20200710,0054,16,0,0,0.00
20200710,0054,17,1141,9624000,100.00
20200710,0055,1,210,42554,0.11
20200710,0055,2,2464,5346787,14.39
20200710,0055,3,467,3937068,10.59
20200710,0055,4,111,1466237,3.94
20200710,0055,5,106,2009348,5.40
20200710,0055,6,79,2091181,5.62
20200710,0055,7,42,1504300,4.04
20200710,0055,8,27,1288000,3.46
20200710,0055,9,37,2714000,7.30
20200710,0055,10,17,2260000,6.08
20200710,0055,11,9,2661525,7.16
20200710,0055,12,3,1433000,3.85
20200710,0055,13,1,798000,2.14
20200710,0055,14,0,0,0.00
20200710,0055,15,3,9602000,25.84
20200710,0055,16,0,0,0.00
20200710,0055,17,3576,37154000,100.00
20200710,0056,1,35269,12207463,0.60
20200710,0056,2,184271,399105692,19.69
20200710,0056,3,32302,256904004,12.67
20200710,0056,4,10091,129978642,6.41
20200710,0056,5,6213,115279225,5.68
20200710,0056,6,5074,130204857,6.42
20200710,0056,7,2279,82119257,4.05
20200710,0056,8,1439,67048516,3.30
20200710,0056,9,2231,159316237,7.86
20200710,0056,10,698,95806364,4.72
20200710,0056,11,204,57097629,2.81
20200710,0056,12,35,17641000,0.87
20200710,0056,13,17,11903466,0.58
20200710,0056,14,7,6257000,0.30
20200710,0056,15,39,485664648,23.96
20200710,0056,16,0,0,0.00
20200710,0056,17,280169,2026534000,100.00
20200710,0057,1,27,1479,0.02
20200710,0057,2,63,108000,1.79
20200710,0057,3,5,42000,0.69
20200710,0057,4,2,24000,0.39
20200710,0057,5,2,35000,0.58
20200710,0057,6,4,106000,1.75
20200710,0057,7,0,0,0.00
20200710,0057,8,0,0,0.00
20200710,0057,9,2,144521,2.39
20200710,0057,10,2,353000,5.85
20200710,0057,11,1,268000,4.44
20200710,0057,12,0,0,0.00
20200710,0057,13,0,0,0.00
20200710,0057,14,1,978000,16.22
20200710,0057,15,2,3967000,65.82
20200710,0057,16,0,0,0.00
20200710,0057,17,111,6027000,100.00
20200710,0061,1,558,161017,0.07
20200710,0061,2,7159,16906282,7.59
20200710,0061,3,1770,15084010,6.77
20200710,0061,4,622,8282868,3.72
20200710,0061,5,494,9399470,4.22
20200710,0061,6,419,11101532,4.98
20200710,0061,7,259,9585154,4.30
20200710,0061,8,184,8825000,3.96
20200710,0061,9,322,24009517,10.78
20200710,0061,10,139,20485510,9.20
20200710,0061,11,64,17395747,7.81
20200710,0061,12,21,10606893,4.76
