資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200911,0050,1,66674,15633290,1.51
20200911,0050,2,77616,144881707,14.04
20200911,0050,3,7345,56312112,5.45
20200911,0050,4,2043,26085125,2.52
20200911,0050,5,1138,20794966,2.01
20200911,0050,6,885,22404973,2.17
20200911,0050,7,399,14125010,1.36
20200911,0050,8,221,10254342,0.99
20200911,0050,9,384,27303587,2.64
20200911,0050,10,140,19681689,1.90
20200911,0050,11,62,18181549,1.76
20200911,0050,12,23,11484000,1.11
20200911,0050,13,7,5126000,0.49
20200911,0050,14,9,8528000,0.82
20200911,0050,15,58,630703650,61.14
20200911,0050,16,0,0,0.00
20200911,0050,17,157004,1031500000,100.00
20200911,0051,1,567,100687,0.95
20200911,0051,2,1802,3292728,31.35
20200911,0051,3,139,1109576,10.56
20200911,0051,4,36,446645,4.25
20200911,0051,5,28,522000,4.97
20200911,0051,6,14,365000,3.47
20200911,0051,7,10,336430,3.20
20200911,0051,8,4,185934,1.77
20200911,0051,9,8,531000,5.05
20200911,0051,10,6,814000,7.75
20200911,0051,11,1,320000,3.04
20200911,0051,12,2,995000,9.47
20200911,0051,13,2,1481000,14.10
20200911,0051,14,0,0,0.00
20200911,0051,15,0,0,0.00
20200911,0051,16,0,0,0.00
20200911,0051,17,2619,10500000,100.00
20200911,0052,1,3154,611996,3.05
20200911,0052,2,2552,4353733,21.76
20200911,0052,3,129,1016700,5.08
20200911,0052,4,24,300015,1.50
20200911,0052,5,11,203356,1.01
20200911,0052,6,13,323277,1.61
20200911,0052,7,4,136655,0.68
20200911,0052,8,1,50000,0.25
20200911,0052,9,3,248000,1.24
20200911,0052,10,7,1193268,5.96
20200911,0052,11,3,839000,4.19
20200911,0052,12,0,0,0.00
20200911,0052,13,0,0,0.00
20200911,0052,14,0,0,0.00
20200911,0052,15,2,10724000,53.62
20200911,0052,16,0,0,0.00
20200911,0052,17,5903,20000000,100.00
20200911,0053,1,134,14822,0.27
20200911,0053,2,797,1571178,28.62
20200911,0053,3,88,762000,13.88
20200911,0053,4,14,186000,3.38
20200911,0053,5,20,388000,7.06
20200911,0053,6,5,126000,2.29
20200911,0053,7,2,76000,1.38
20200911,0053,8,2,100000,1.82
20200911,0053,9,3,209000,3.80
20200911,0053,10,1,114000,2.07
20200911,0053,11,2,653000,11.89
20200911,0053,12,0,0,0.00
20200911,0053,13,0,0,0.00
20200911,0053,14,0,0,0.00
20200911,0053,15,1,1288000,23.46
20200911,0053,16,0,0,0.00
20200911,0053,17,1069,5488000,100.00
20200911,0054,1,89,7260,0.08
20200911,0054,2,806,1653740,19.17
20200911,0054,3,117,1006000,11.66
20200911,0054,4,41,551000,6.38
20200911,0054,5,33,642000,7.44
20200911,0054,6,5,134000,1.55
20200911,0054,7,9,343000,3.97
20200911,0054,8,6,284000,3.29
20200911,0054,9,5,445000,5.16
20200911,0054,10,4,562000,6.51
20200911,0054,11,1,400000,4.63
20200911,0054,12,1,429000,4.97
20200911,0054,13,0,0,0.00
20200911,0054,14,0,0,0.00
20200911,0054,15,1,2167000,25.12
20200911,0054,16,0,0,0.00
20200911,0054,17,1118,8624000,100.00
20200911,0055,1,252,46349,0.12
20200911,0055,2,2468,5304015,14.87
20200911,0055,3,451,3806263,10.67
20200911,0055,4,114,1507419,4.22
20200911,0055,5,115,2169348,6.08
20200911,0055,6,75,1995081,5.59
20200911,0055,7,42,1510000,4.23
20200911,0055,8,26,1247000,3.49
20200911,0055,9,36,2638000,7.39
20200911,0055,10,19,2428525,6.81
20200911,0055,11,8,2450000,6.87
20200911,0055,12,2,910000,2.55
20200911,0055,13,0,0,0.00
20200911,0055,14,0,0,0.00
20200911,0055,15,3,9642000,27.04
20200911,0055,16,0,0,0.00
20200911,0055,17,3611,35654000,100.00
20200911,0056,1,41269,13903158,0.72
20200911,0056,2,183177,391108193,20.35
20200911,0056,3,30510,242211676,12.60
20200911,0056,4,9470,121884389,6.34
20200911,0056,5,5875,108881818,5.66
20200911,0056,6,4802,123107814,6.40
20200911,0056,7,2198,78993222,4.11
20200911,0056,8,1368,63744442,3.31
20200911,0056,9,2072,148405250,7.72
20200911,0056,10,692,95650540,4.97
20200911,0056,11,185,50994635,2.65
20200911,0056,12,42,21039000,1.09
20200911,0056,13,19,13458000,0.70
20200911,0056,14,6,5476000,0.28
20200911,0056,15,38,442675863,23.03
20200911,0056,16,0,0,0.00
20200911,0056,17,281723,1921534000,100.00
20200911,0057,1,40,2479,0.04
20200911,0057,2,64,110000,1.99
20200911,0057,3,4,35000,0.63
20200911,0057,4,2,27000,0.48
20200911,0057,5,2,34000,0.61
20200911,0057,6,4,108000,1.95
20200911,0057,7,0,0,0.00
20200911,0057,8,0,0,0.00
20200911,0057,9,2,150000,2.71
20200911,0057,10,1,149000,2.69
20200911,0057,11,3,819521,14.82
20200911,0057,12,0,0,0.00
20200911,0057,13,0,0,0.00
20200911,0057,14,0,0,0.00
20200911,0057,15,2,4092000,74.03
20200911,0057,16,0,0,0.00
20200911,0057,17,124,5527000,100.00
20200911,0061,1,540,156976,0.08
20200911,0061,2,6232,14554352,8.26
20200911,0061,3,1486,12700289,7.21
20200911,0061,4,520,6904840,3.92
20200911,0061,5,407,7764368,4.40
20200911,0061,6,361,9555690,5.42
20200911,0061,7,218,8025000,4.55
20200911,0061,8,133,6347000,3.60
20200911,0061,9,269,20136070,11.43
20200911,0061,10,116,16754104,9.51
20200911,0061,11,55,15101418,8.57
20200911,0061,12,23,11389893,6.46
20200911,0061,13,13,8954000,5.08
20200911,0061,14,2,1746000,0.99
20200911,0061,15,11,36026000,20.45
20200911,0061,16,0,0,0.00
20200911,0061,17,10386,176116000,100.00
20200911,006201,1,85,18847,0.11
20200911,006201,2,945,2095883,12.36
20200911,006201,3,173,1484803,8.76
20200911,006201,4,36,467670,2.75
20200911,006201,5,33,616805,3.63
20200911,006201,6,23,615000,3.62
20200911,006201,7,9,313000,1.84
20200911,006201,8,3,143000,0.84
20200911,006201,9,5,297000,1.75
20200911,006201,10,7,980000,5.78
20200911,006201,11,1,277000,1.63
20200911,006201,12,2,1040000,6.13
20200911,006201,13,2,1503992,8.87
20200911,006201,14,0,0,0.00
20200911,006201,15,2,7093000,41.85
20200911,006201,16,0,0,0.00
20200911,006201,17,1326,16946000,100.00
20200911,006203,1,99,11734,0.10
20200911,006203,2,194,297266,2.77
20200911,006203,3,8,71000,0.66
20200911,006203,4,0,0,0.00
20200911,006203,5,3,56000,0.52
20200911,006203,6,2,43000,0.40
20200911,006203,7,2,69000,0.64
20200911,006203,8,0,0,0.00
20200911,006203,9,0,0,0.00
20200911,006203,10,0,0,0.00
20200911,006203,11,3,768000,7.16
20200911,006203,12,2,902000,8.41
20200911,006203,13,0,0,0.00
20200911,006203,14,0,0,0.00
20200911,006203,15,2,8500000,79.30
20200911,006203,16,0,0,0.00
20200911,006203,17,315,10718000,100.00
20200911,006204,1,255,21915,1.09
20200911,006204,2,143,233389,11.66
20200911,006204,3,11,86621,4.33
20200911,006204,4,0,0,0.00
20200911,006204,5,1,20000,1.00
20200911,006204,6,2,58000,2.90
20200911,006204,7,0,0,0.00
20200911,006204,8,0,0,0.00
20200911,006204,9,2,149000,7.45
20200911,006204,10,1,135000,6.75
20200911,006204,11,0,0,0.00
20200911,006204,12,0,0,0.00
20200911,006204,13,0,0,0.00
20200911,006204,14,0,0,0.00
20200911,006204,15,1,1296075,64.80
20200911,006204,16,0,0,0.00
20200911,006204,17,416,2000000,100.00
20200911,006205,1,5946,2286568,1.26
20200911,006205,2,7067,15971072,8.80
20200911,006205,3,1360,10605900,5.84
20200911,006205,4,467,6100288,3.36
20200911,006205,5,313,5857734,3.22
20200911,006205,6,257,6662706,3.67
20200911,006205,7,116,4165430,2.29
20200911,006205,8,98,4614038,2.54
20200911,006205,9,172,12462047,6.87
20200911,006205,10,67,9349533,5.15
20200911,006205,11,27,7787724,4.29
20200911,006205,12,13,6333995,3.49
20200911,006205,13,7,5141000,2.83
20200911,006205,14,6,5386717,2.96
20200911,006205,15,14,78671248,43.36
20200911,006205,16,0,0,0.00
20200911,006205,17,15930,181396000,100.00
20200911,006206,1,1247,440906,0.59
20200911,006206,2,2754,6165158,8.30
20200911,006206,3,523,4241927,5.71
20200911,006206,4,161,2100987,2.82
20200911,006206,5,149,2809551,3.78
20200911,006206,6,110,2884383,3.88
20200911,006206,7,60,2180009,2.93
20200911,006206,8,35,1666612,2.24
20200911,006206,9,73,5293257,7.12
20200911,006206,10,19,2722534,3.66
20200911,006206,11,9,2440000,3.28
20200911,006206,12,4,1983152,2.66
20200911,006206,13,0,0,0.00
20200911,006206,14,0,0,0.00
20200911,006206,15,5,39349524,52.97
20200911,006206,16,0,0,0.00
20200911,006206,17,5149,74278000,100.00
20200911,006207,1,129,30762,0.05
20200911,006207,2,1638,3787170,6.83
20200911,006207,3,335,2778199,5.01
20200911,006207,4,145,1881780,3.39
20200911,006207,5,107,2020000,3.64
20200911,006207,6,119,3123940,5.63
20200911,006207,7,54,1938000,3.49
20200911,006207,8,44,2040032,3.68
20200911,006207,9,91,6667429,12.03
20200911,006207,10,43,6297000,11.36
20200911,006207,11,22,6756000,12.19
20200911,006207,12,5,2697000,4.86
20200911,006207,13,1,668000,1.20
20200911,006207,14,0,0,0.00
20200911,006207,15,8,14706688,26.55
20200911,006207,16,0,0,0.00
20200911,006207,17,2741,55392000,100.00
20200911,006208,1,16065,4907237,6.28
20200911,006208,2,14666,26965754,34.55
20200911,006208,3,1155,8627722,11.05
20200911,006208,4,281,3528063,4.52
20200911,006208,5,127,2289225,2.93
20200911,006208,6,101,2543431,3.25
20200911,006208,7,34,1213128,1.55
20200911,006208,8,19,882394,1.13
20200911,006208,9,22,1485598,1.90
20200911,006208,10,10,1410265,1.80
20200911,006208,11,3,1017000,1.30
20200911,006208,12,0,0,0.00
20200911,006208,13,3,2129183,2.72
20200911,006208,14,0,0,0.00
20200911,006208,15,1,21041000,26.96
20200911,006208,16,0,0,0.00
20200911,006208,17,32487,78040000,100.00
20200911,00625K,1,0,0,0.00
20200911,00625K,2,6,15000,3.98
20200911,00625K,3,1,10000,2.65
20200911,00625K,4,1,12000,3.19
20200911,00625K,5,3,53000,14.09
20200911,00625K,6,1,23000,6.11
20200911,00625K,7,2,78000,20.74
20200911,00625K,8,0,0,0.00
20200911,00625K,9,3,185000,49.20
20200911,00625K,10,0,0,0.00
20200911,00625K,11,0,0,0.00
20200911,00625K,12,0,0,0.00
20200911,00625K,13,0,0,0.00
20200911,00625K,14,0,0,0.00
20200911,00625K,15,0,0,0.00
20200911,00625K,16,0,0,0.00
20200911,00625K,17,17,376000,100.00
20200911,00631L,1,59,7086,0.02
20200911,00631L,2,991,2069593,7.36
20200911,00631L,3,185,1471000,5.23
20200911,00631L,4,61,800000,2.84
20200911,00631L,5,45,837700,2.98
20200911,00631L,6,51,1343000,4.78
20200911,00631L,7,22,783730,2.79
20200911,00631L,8,21,964000,3.43
20200911,00631L,9,28,1908000,6.79
20200911,00631L,10,17,2475000,8.81
20200911,00631L,11,13,4044891,14.40
20200911,00631L,12,3,1604000,5.71
20200911,00631L,13,2,1542000,5.49
20200911,00631L,14,0,0,0.00
20200911,00631L,15,2,8286000,29.50
20200911,00631L,16,1,52000,0.18
20200911,00631L,17,1500,28084000,100.00
20200911,00632R,1,140,29628,0.00
20200911,00632R,2,19526,55906985,0.49
20200911,00632R,3,11195,95667227,0.85
20200911,00632R,4,4955,65970595,0.58
20200911,00632R,5,5439,103292256,0.91
20200911,00632R,6,5695,151323193,1.34
20200911,00632R,7,3660,134762846,1.19
20200911,00632R,8,3107,147008448,1.30
20200911,00632R,9,7209,543813488,4.84
20200911,00632R,10,4404,646142506,5.75
20200911,00632R,11,2397,689464918,6.13
20200911,00632R,12,773,386212010,3.43
20200911,00632R,13,345,241673000,2.15
20200911,00632R,14,210,193639000,1.72
20200911,00632R,15,487,7777242900,69.24
20200911,00632R,16,0,0,0.00
20200911,00632R,17,69542,11232149000,100.00
20200911,00633L,1,77,9890,0.00
20200911,00633L,2,2791,6709088,3.19
20200911,00633L,3,902,7529829,3.58
20200911,00633L,4,333,4364170,2.07
20200911,00633L,5,307,5776205,2.75
20200911,00633L,6,290,7519000,3.58
20200911,00633L,7,146,5304000,2.52
20200911,00633L,8,132,6193722,2.94
20200911,00633L,9,291,21771652,10.36
20200911,00633L,10,138,19835000,9.44
20200911,00633L,11,74,20639000,9.83
20200911,00633L,12,20,10086232,4.80
20200911,00633L,13,18,12774000,6.08
20200911,00633L,14,6,5494000,2.61
20200911,00633L,15,24,75952212,36.17
20200911,00633L,16,0,0,0.00
20200911,00633L,17,5549,209958000,100.00
20200911,00634R,1,26,3208,0.00
20200911,00634R,2,903,2407056,1.68
20200911,00634R,3,400,3411997,2.39
20200911,00634R,4,152,1997000,1.39
20200911,00634R,5,192,3619000,2.53
20200911,00634R,6,192,5126000,3.59
20200911,00634R,7,97,3569000,2.50
20200911,00634R,8,86,4077000,2.85
20200911,00634R,9,185,13684000,9.58
20200911,00634R,10,93,13645000,9.55
20200911,00634R,11,43,12383000,8.67
20200911,00634R,12,22,11055000,7.74
20200911,00634R,13,7,4894000,3.42
20200911,00634R,14,8,7450739,5.21
20200911,00634R,15,25,55434000,38.83
20200911,00634R,16,0,0,0.00
20200911,00634R,17,2431,142756000,100.00
20200911,00635U,1,355,90860,0.12
20200911,00635U,2,4508,9854621,13.77
20200911,00635U,3,877,7231294,10.11
20200911,00635U,4,282,3686880,5.15
20200911,00635U,5,227,4250553,5.94
20200911,00635U,6,150,3993000,5.58
20200911,00635U,7,88,3146186,4.39
20200911,00635U,8,51,2409000,3.36
20200911,00635U,9,104,7514003,10.50
20200911,00635U,10,43,6229000,8.71
20200911,00635U,11,24,7244000,10.12
20200911,00635U,12,5,2525000,3.53
20200911,00635U,13,2,1567616,2.19
20200911,00635U,14,3,2778000,3.88
20200911,00635U,15,6,8993987,12.57
20200911,00635U,16,0,0,0.00
20200911,00635U,17,6725,71514000,100.00
20200911,00636,1,1429,508129,0.29
20200911,00636,2,6121,14589840,8.60
20200911,00636,3,1410,11856533,6.98
20200911,00636,4,472,6200585,3.65
20200911,00636,5,360,6837727,4.03
20200911,00636,6,323,8514305,5.01
20200911,00636,7,159,5829442,3.43
20200911,00636,8,111,5278096,3.11
20200911,00636,9,194,14569900,8.58
20200911,00636,10,71,10184000,6.00
20200911,00636,11,45,12843729,7.57
20200911,00636,12,9,4609000,2.71
20200911,00636,13,5,3475148,2.04
20200911,00636,14,5,4415935,2.60
20200911,00636,15,16,59921631,35.32
20200911,00636,16,0,0,0.00
20200911,00636,17,10730,169634000,100.00
20200911,00636K,1,9,2500,3.07
20200911,00636K,2,6,11200,13.79
20200911,00636K,3,1,6000,7.38
20200911,00636K,4,0,0,0.00
20200911,00636K,5,1,19000,23.39
20200911,00636K,6,0,0,0.00
20200911,00636K,7,0,0,0.00
20200911,00636K,8,1,42500,52.33
20200911,00636K,9,0,0,0.00
20200911,00636K,10,0,0,0.00
20200911,00636K,11,0,0,0.00
20200911,00636K,12,0,0,0.00
20200911,00636K,13,0,0,0.00
20200911,00636K,14,0,0,0.00
20200911,00636K,15,0,0,0.00
20200911,00636K,16,0,0,0.00
20200911,00636K,17,18,81200,100.00
20200911,00637L,1,125,19986,0.00
20200911,00637L,2,6856,18434484,2.03
20200911,00637L,3,2744,22945514,2.52
20200911,00637L,4,1050,14005001,1.54
20200911,00637L,5,983,18656286,2.05
20200911,00637L,6,939,25040971,2.76
20200911,00637L,7,571,20903333,2.30
20200911,00637L,8,474,22428000,2.47
20200911,00637L,9,931,70231995,7.74
20200911,00637L,10,532,78028001,8.60
20200911,00637L,11,299,86467021,9.53
20200911,00637L,12,114,56788000,6.26
20200911,00637L,13,44,30420000,3.35
20200911,00637L,14,25,22825000,2.51
20200911,00637L,15,102,420607408,46.36
20200911,00637L,16,1,695000,0.07
20200911,00637L,17,15789,907106000,100.00
20200911,00638R,1,9,1190,0.00
20200911,00638R,2,753,2064690,2.95
20200911,00638R,3,324,2793118,3.99
20200911,00638R,4,123,1660000,2.37
20200911,00638R,5,144,2744000,3.92
20200911,00638R,6,96,2552000,3.64
20200911,00638R,7,70,2531000,3.61
20200911,00638R,8,53,2495000,3.56
20200911,00638R,9,96,7301000,10.43
20200911,00638R,10,65,9265002,13.24
20200911,00638R,11,31,9135000,13.05
20200911,00638R,12,13,6317000,9.03
20200911,00638R,13,5,3556000,5.08
20200911,00638R,14,1,850000,1.21
20200911,00638R,15,5,16683000,23.85
20200911,00638R,16,0,0,0.00
20200911,00638R,17,1788,69948000,100.00
20200911,00639,1,1650,698554,0.60
20200911,00639,2,3490,8502520,7.33
20200911,00639,3,1066,8948229,7.72
20200911,00639,4,367,4696313,4.05
20200911,00639,5,379,7203240,6.21
20200911,00639,6,259,6837575,5.89
20200911,00639,7,147,5346066,4.61
20200911,00639,8,99,4679779,4.03
20200911,00639,9,173,13357813,11.52
20200911,00639,10,85,12174052,10.50
20200911,00639,11,26,7098000,6.12
20200911,00639,12,9,4692859,4.04
20200911,00639,13,3,2022000,1.74
20200911,00639,14,4,3641000,3.14
20200911,00639,15,12,26005000,22.43
20200911,00639,16,0,0,0.00
20200911,00639,17,7769,115903000,100.00
20200911,00640L,1,17,1845,0.01
20200911,00640L,2,301,689710,4.47
20200911,00640L,3,73,603000,3.91
20200911,00640L,4,23,304000,1.97
20200911,00640L,5,18,336000,2.17
20200911,00640L,6,20,519000,3.36
20200911,00640L,7,15,539000,3.49
20200911,00640L,8,10,453000,2.93
20200911,00640L,9,10,780000,5.05
20200911,00640L,10,10,1416000,9.18
20200911,00640L,11,2,590000,3.82
20200911,00640L,12,1,451000,2.92
20200911,00640L,13,3,2190445,14.20
20200911,00640L,14,0,0,0.00
20200911,00640L,15,2,6546000,42.45
20200911,00640L,16,0,0,0.00
20200911,00640L,17,505,15419000,100.00
20200911,00641R,1,12,630,0.00
