資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200110,0050,1,36394,9302206,1.40
20200110,0050,2,49231,92303279,13.97
20200110,0050,3,4805,37385309,5.66
20200110,0050,4,1302,16736044,2.53
20200110,0050,5,726,13276031,2.00
20200110,0050,6,617,15720180,2.38
20200110,0050,7,277,9921249,1.50
20200110,0050,8,169,7773965,1.17
20200110,0050,9,292,20456283,3.09
20200110,0050,10,107,15209691,2.30
20200110,0050,11,49,13878779,2.10
20200110,0050,12,18,9109507,1.37
20200110,0050,13,7,4803148,0.72
20200110,0050,14,6,5533061,0.83
20200110,0050,15,51,389091268,58.90
20200110,0050,16,0,0,0.00
20200110,0050,17,94051,660500000,100.00
20200110,0051,1,263,44400,0.46
20200110,0051,2,1488,2821994,29.70
20200110,0051,3,129,1045913,11.00
20200110,0051,4,30,375759,3.95
20200110,0051,5,27,508000,5.34
20200110,0051,6,14,371000,3.90
20200110,0051,7,11,376934,3.96
20200110,0051,8,3,143000,1.50
20200110,0051,9,7,466000,4.90
20200110,0051,10,5,634000,6.67
20200110,0051,11,3,766000,8.06
20200110,0051,12,1,421000,4.43
20200110,0051,13,2,1526000,16.06
20200110,0051,14,0,0,0.00
20200110,0051,15,0,0,0.00
20200110,0051,16,0,0,0.00
20200110,0051,17,1983,9500000,100.00
20200110,0052,1,1267,260592,0.77
20200110,0052,2,643,1149141,3.43
20200110,0052,3,48,391911,1.16
20200110,0052,4,9,117521,0.35
20200110,0052,5,5,94000,0.28
20200110,0052,6,4,91553,0.27
20200110,0052,7,1,32000,0.09
20200110,0052,8,0,0,0.00
20200110,0052,9,4,241000,0.71
20200110,0052,10,3,483000,1.44
20200110,0052,11,0,0,0.00
20200110,0052,12,1,414282,1.23
20200110,0052,13,0,0,0.00
20200110,0052,14,0,0,0.00
20200110,0052,15,2,30225000,90.22
20200110,0052,16,0,0,0.00
20200110,0052,17,1987,33500000,100.00
20200110,0053,1,60,5303,0.09
20200110,0053,2,663,1380697,25.15
20200110,0053,3,87,756000,13.77
20200110,0053,4,14,183000,3.33
20200110,0053,5,24,461000,8.40
20200110,0053,6,4,101000,1.84
20200110,0053,7,2,76000,1.38
20200110,0053,8,2,100000,1.82
20200110,0053,9,2,155000,2.82
20200110,0053,10,1,143000,2.60
20200110,0053,11,1,201000,3.66
20200110,0053,12,1,420000,7.65
20200110,0053,13,0,0,0.00
20200110,0053,14,0,0,0.00
20200110,0053,15,1,1506000,27.44
20200110,0053,16,0,0,0.00
20200110,0053,17,862,5488000,100.00
20200110,0054,1,56,5285,0.05
20200110,0054,2,886,1872645,18.49
20200110,0054,3,140,1208000,11.93
20200110,0054,4,45,602000,5.94
20200110,0054,5,41,795000,7.85
20200110,0054,6,10,252070,2.48
20200110,0054,7,10,378000,3.73
20200110,0054,8,6,281000,2.77
20200110,0054,9,6,492000,4.85
20200110,0054,10,5,743000,7.33
20200110,0054,11,1,400000,3.95
20200110,0054,12,1,519000,5.12
20200110,0054,13,0,0,0.00
20200110,0054,14,0,0,0.00
20200110,0054,15,1,2576000,25.44
20200110,0054,16,0,0,0.00
20200110,0054,17,1208,10124000,100.00
20200110,0055,1,205,39103,0.10
20200110,0055,2,2462,5423942,14.79
20200110,0055,3,472,4021416,10.97
20200110,0055,4,113,1494087,4.07
20200110,0055,5,118,2230527,6.08
20200110,0055,6,79,2119400,5.78
20200110,0055,7,46,1643000,4.48
20200110,0055,8,26,1244000,3.39
20200110,0055,9,37,2704000,7.37
20200110,0055,10,16,2145525,5.85
20200110,0055,11,8,2153000,5.87
20200110,0055,12,2,1074000,2.93
20200110,0055,13,1,798000,2.17
20200110,0055,14,0,0,0.00
20200110,0055,15,3,9564000,26.09
20200110,0055,16,0,0,0.00
20200110,0055,17,3588,36654000,100.00
20200110,0056,1,20633,6926211,0.63
20200110,0056,2,116206,246830263,22.66
