資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200828,0050,1,65026,15285217,1.48
20200828,0050,2,76565,142956575,13.84
20200828,0050,3,7253,55642606,5.38
20200828,0050,4,2024,25912642,2.50
20200828,0050,5,1098,20055900,1.94
20200828,0050,6,878,22225203,2.15
20200828,0050,7,399,14117279,1.36
20200828,0050,8,215,9947794,0.96
20200828,0050,9,389,27602782,2.67
20200828,0050,10,136,19301218,1.86
20200828,0050,11,61,17533040,1.69
20200828,0050,12,19,9245000,0.89
20200828,0050,13,11,7886000,0.76
20200828,0050,14,11,10076000,0.97
20200828,0050,15,54,634713544,61.47
20200828,0050,16,1,800,0.00
20200828,0050,17,154139,1032500000,100.00
20200828,0051,1,564,96110,0.91
20200828,0051,2,1820,3319616,31.61
20200828,0051,3,140,1119265,10.65
20200828,0051,4,35,430645,4.10
20200828,0051,5,29,542000,5.16
20200828,0051,6,14,368000,3.50
20200828,0051,7,11,370430,3.52
20200828,0051,8,4,185934,1.77
20200828,0051,9,8,524000,4.99
20200828,0051,10,6,808000,7.69
20200828,0051,11,1,322000,3.06
20200828,0051,12,2,931000,8.86
20200828,0051,13,2,1483000,14.12
20200828,0051,14,0,0,0.00
20200828,0051,15,0,0,0.00
20200828,0051,16,0,0,0.00
20200828,0051,17,2636,10500000,100.00
20200828,0052,1,3016,589215,2.80
20200828,0052,2,2446,4133022,19.68
20200828,0052,3,123,973811,4.63
20200828,0052,4,20,256445,1.22
20200828,0052,5,16,291700,1.38
20200828,0052,6,8,200000,0.95
20200828,0052,7,4,134655,0.64
20200828,0052,8,1,50000,0.23
20200828,0052,9,5,375152,1.78
20200828,0052,10,6,957000,4.55
20200828,0052,11,1,318000,1.51
20200828,0052,12,0,0,0.00
20200828,0052,13,0,0,0.00
20200828,0052,14,0,0,0.00
20200828,0052,15,2,12721000,60.57
20200828,0052,16,0,0,0.00
20200828,0052,17,5648,21000000,100.00
20200828,0053,1,123,12242,0.22
20200828,0053,2,793,1562758,28.47
20200828,0053,3,89,774000,14.10
20200828,0053,4,12,159000,2.89
20200828,0053,5,21,408000,7.43
20200828,0053,6,5,133000,2.42
20200828,0053,7,2,80000,1.45
20200828,0053,8,2,100000,1.82
20200828,0053,9,3,210000,3.82
20200828,0053,10,1,114000,2.07
20200828,0053,11,2,649000,11.82
20200828,0053,12,0,0,0.00
20200828,0053,13,0,0,0.00
20200828,0053,14,0,0,0.00
20200828,0053,15,1,1286000,23.43
20200828,0053,16,0,0,0.00
20200828,0053,17,1054,5488000,100.00
20200828,0054,1,88,7635,0.08
20200828,0054,2,809,1651365,19.14
20200828,0054,3,116,1000000,11.59
20200828,0054,4,41,552000,6.40
20200828,0054,5,33,642000,7.44
20200828,0054,6,5,134000,1.55
20200828,0054,7,9,343000,3.97
20200828,0054,8,6,284000,3.29
20200828,0054,9,4,352000,4.08
20200828,0054,10,5,648000,7.51
20200828,0054,11,1,400000,4.63
20200828,0054,12,1,430000,4.98
20200828,0054,13,0,0,0.00
20200828,0054,14,0,0,0.00
20200828,0054,15,1,2180000,25.27
20200828,0054,16,0,0,0.00
20200828,0054,17,1119,8624000,100.00
20200828,0055,1,248,45153,0.12
20200828,0055,2,2458,5282713,14.81
20200828,0055,3,451,3797761,10.65
20200828,0055,4,118,1559419,4.37
20200828,0055,5,112,2112348,5.92
20200828,0055,6,77,2039081,5.71
20200828,0055,7,41,1472000,4.12
20200828,0055,8,27,1294000,3.62
20200828,0055,9,36,2635000,7.39
20200828,0055,10,18,2335525,6.55
20200828,0055,11,7,2073000,5.81
