﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200522,0050,1,50731,12557982,1.21
20200522,0050,2,99434,190396074,18.45
20200522,0050,3,10353,80062346,7.76
20200522,0050,4,2750,35230683,3.41
20200522,0050,5,1516,27728011,2.68
20200522,0050,6,1254,31726419,3.07
20200522,0050,7,530,18952888,1.83
20200522,0050,8,339,15738351,1.52
20200522,0050,9,498,35537480,3.44
20200522,0050,10,178,25154579,2.43
20200522,0050,11,68,19365541,1.87
20200522,0050,12,17,8468553,0.82
20200522,0050,13,4,3011000,0.29
20200522,0050,14,12,10984000,1.06
20200522,0050,15,59,516586093,50.08
20200522,0050,16,0,0,0.00
20200522,0050,17,167743,1031500000,100.00
20200522,0051,1,301,54759,0.57
20200522,0051,2,1523,2849045,29.98
20200522,0051,3,129,1034617,10.89
20200522,0051,4,33,407645,4.29
20200522,0051,5,29,538000,5.66
20200522,0051,6,16,407000,4.28
20200522,0051,7,11,369000,3.88
20200522,0051,8,5,233934,2.46
20200522,0051,9,8,521000,5.48
20200522,0051,10,4,512000,5.38
20200522,0051,11,3,677000,7.12
20200522,0051,12,1,415000,4.36
20200522,0051,13,2,1481000,15.58
20200522,0051,14,0,0,0.00
20200522,0051,15,0,0,0.00
20200522,0051,16,0,0,0.00
20200522,0051,17,2065,9500000,100.00
20200522,0052,1,1837,434000,1.42
20200522,0052,2,951,1711500,5.61
20200522,0052,3,83,628804,2.06
20200522,0052,4,8,99420,0.32
20200522,0052,5,6,113000,0.37
20200522,0052,6,6,135736,0.44
20200522,0052,7,3,110000,0.36
20200522,0052,8,1,43000,0.14
20200522,0052,9,5,329000,1.07
20200522,0052,10,6,867540,2.84
20200522,0052,11,1,317000,1.03
20200522,0052,12,0,0,0.00
20200522,0052,13,0,0,0.00
20200522,0052,14,0,0,0.00
20200522,0052,15,2,25711000,84.29
20200522,0052,16,0,0,0.00
20200522,0052,17,2909,30500000,100.00
20200522,0053,1,67,6441,0.09
20200522,0053,2,711,1443559,22.24
20200522,0053,3,100,849000,13.08
20200522,0053,4,11,147000,2.26
20200522,0053,5,21,408000,6.28
20200522,0053,6,6,149000,2.29
20200522,0053,7,2,74000,1.14
20200522,0053,8,3,142000,2.18
20200522,0053,9,2,155000,2.38
20200522,0053,10,1,200000,3.08
20200522,0053,11,1,373000,5.74
20200522,0053,12,2,1155000,17.80
20200522,0053,13,0,0,0.00
20200522,0053,14,0,0,0.00
20200522,0053,15,1,1386000,21.36
20200522,0053,16,0,0,0.00
20200522,0053,17,928,6488000,100.00
20200522,0054,1,61,5969,0.05
20200522,0054,2,880,1839989,18.17
20200522,0054,3,136,1176000,11.61
20200522,0054,4,44,597000,5.89
20200522,0054,5,39,759000,7.49
20200522,0054,6,10,259042,2.55
20200522,0054,7,11,410000,4.04
20200522,0054,8,5,237000,2.34
20200522,0054,9,5,432000,4.26
20200522,0054,10,5,796000,7.86
20200522,0054,11,2,700000,6.91
20200522,0054,12,1,482000,4.76
