資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20201016,0050,1,71633,16762906,1.79
20201016,0050,2,73735,137500729,14.73
20201016,0050,3,6976,53502349,5.73
20201016,0050,4,1901,24214128,2.59
20201016,0050,5,1054,19241190,2.06
20201016,0050,6,833,21027385,2.25
20201016,0050,7,359,12697681,1.36
20201016,0050,8,205,9480720,1.01
20201016,0050,9,352,25110588,2.69
20201016,0050,10,132,18516518,1.98
20201016,0050,11,72,20556446,2.20
20201016,0050,12,12,5816000,0.62
20201016,0050,13,8,5727000,0.61
20201016,0050,14,12,10932000,1.17
20201016,0050,15,51,551914360,59.15
20201016,0050,16,0,0,0.00
20201016,0050,17,157335,933000000,100.00
20201016,0051,1,594,116309,1.16
20201016,0051,2,1806,3307852,33.07
20201016,0051,3,138,1109830,11.09
20201016,0051,4,36,449645,4.49
20201016,0051,5,30,555000,5.55
20201016,0051,6,14,367000,3.67
20201016,0051,7,9,303430,3.03
20201016,0051,8,5,231934,2.31
20201016,0051,9,7,482000,4.82
20201016,0051,10,6,863000,8.63
20201016,0051,11,1,313000,3.13
20201016,0051,12,1,417000,4.17
20201016,0051,13,2,1484000,14.84
20201016,0051,14,0,0,0.00
20201016,0051,15,0,0,0.00
20201016,0051,16,0,0,0.00
20201016,0051,17,2649,10000000,100.00
20201016,0052,1,3506,695927,2.84
20201016,0052,2,2350,3978870,16.24
20201016,0052,3,143,1132537,4.62
20201016,0052,4,31,413689,1.68
20201016,0052,5,17,318505,1.30
20201016,0052,6,11,266355,1.08
20201016,0052,7,3,108000,0.44
20201016,0052,8,5,228117,0.93
20201016,0052,9,4,326000,1.33
20201016,0052,10,4,702000,2.86
20201016,0052,11,3,839000,3.42
20201016,0052,12,0,0,0.00
20201016,0052,13,0,0,0.00
20201016,0052,14,1,889000,3.62
20201016,0052,15,4,14602000,59.60
20201016,0052,16,0,0,0.00
20201016,0052,17,6082,24500000,100.00
20201016,0053,1,142,17888,0.32
20201016,0053,2,771,1505112,27.42
20201016,0053,3,83,717000,13.06
20201016,0053,4,12,158000,2.87
20201016,0053,5,20,388000,7.06
20201016,0053,6,4,103000,1.87
20201016,0053,7,2,77000,1.40
20201016,0053,8,2,100000,1.82
20201016,0053,9,3,218000,3.97
20201016,0053,10,2,263000,4.79
20201016,0053,11,2,662000,12.06
20201016,0053,12,0,0,0.00
20201016,0053,13,0,0,0.00
20201016,0053,14,0,0,0.00
20201016,0053,15,1,1279000,23.30
20201016,0053,16,0,0,0.00
20201016,0053,17,1044,5488000,100.00
20201016,0054,1,100,8664,0.10
20201016,0054,2,794,1633336,18.93
20201016,0054,3,118,1006000,11.66
20201016,0054,4,40,540000,6.26
20201016,0054,5,34,662000,7.67
20201016,0054,6,5,134000,1.55
20201016,0054,7,9,343000,3.97
20201016,0054,8,6,283000,3.28
20201016,0054,9,6,496000,5.75
20201016,0054,10,2,285000,3.30
20201016,0054,11,2,652000,7.56
20201016,0054,12,1,429000,4.97
20201016,0054,13,0,0,0.00
20201016,0054,14,0,0,0.00
20201016,0054,15,1,2152000,24.95
20201016,0054,16,0,0,0.00
20201016,0054,17,1118,8624000,100.00
20201016,0055,1,254,46252,0.12
20201016,0055,2,2498,5371404,15.06
20201016,0055,3,456,3849560,10.79
20201016,0055,4,115,1518530,4.25
20201016,0055,5,113,2131348,5.97
20201016,0055,6,77,2032381,5.70
20201016,0055,7,44,1570000,4.40
20201016,0055,8,25,1188000,3.33
20201016,0055,9,38,2823525,7.91
20201016,0055,10,17,2217000,6.21
20201016,0055,11,8,2379000,6.67
20201016,0055,12,2,911000,2.55
20201016,0055,13,0,0,0.00
20201016,0055,14,0,0,0.00
20201016,0055,15,3,9616000,26.97
20201016,0055,16,0,0,0.00
20201016,0055,17,3650,35654000,100.00
20201016,0056,1,42900,14577371,0.70
20201016,0056,2,197372,423521987,20.53
20201016,0056,3,33486,266152379,12.90
20201016,0056,4,10536,135211776,6.55
20201016,0056,5,6457,119563643,5.79
20201016,0056,6,5320,136595211,6.62
