﻿資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200430,0050,1,48555,11855402,1.16
20200430,0050,2,97071,186081104,18.21
20200430,0050,3,10193,78666298,7.70
20200430,0050,4,2711,34683131,3.39
20200430,0050,5,1507,27528871,2.69
20200430,0050,6,1217,30673048,3.00
20200430,0050,7,521,18534261,1.81
20200430,0050,8,328,15136143,1.48
20200430,0050,9,498,35595133,3.48
20200430,0050,10,178,24893643,2.43
20200430,0050,11,67,19194421,1.87
20200430,0050,12,14,7146965,0.69
20200430,0050,13,4,2980000,0.29
20200430,0050,14,8,7331327,0.71
20200430,0050,15,63,521200253,51.02
20200430,0050,16,0,0,0.00
20200430,0050,17,162935,1021500000,100.00
20200430,0051,1,302,56200,0.59
20200430,0051,2,1535,2857080,30.07
20200430,0051,3,129,1033125,10.87
20200430,0051,4,32,391661,4.12
20200430,0051,5,32,588000,6.18
20200430,0051,6,14,361000,3.80
20200430,0051,7,11,377934,3.97
20200430,0051,8,3,143000,1.50
20200430,0051,9,8,530000,5.57
20200430,0051,10,4,515000,5.42
20200430,0051,11,3,739000,7.77
20200430,0051,12,1,414000,4.35
20200430,0051,13,2,1494000,15.72
20200430,0051,14,0,0,0.00
20200430,0051,15,0,0,0.00
20200430,0051,16,0,0,0.00
20200430,0051,17,2076,9500000,100.00
20200430,0052,1,1799,411679,1.34
20200430,0052,2,892,1641086,5.38
20200430,0052,3,74,562617,1.84
20200430,0052,4,9,114040,0.37
20200430,0052,5,6,111000,0.36
20200430,0052,6,5,117546,0.38
20200430,0052,7,2,70000,0.22
20200430,0052,8,2,86000,0.28
20200430,0052,9,7,455000,1.49
20200430,0052,10,6,849000,2.78
20200430,0052,11,1,371032,1.21
20200430,0052,12,0,0,0.00
20200430,0052,13,0,0,0.00
20200430,0052,14,0,0,0.00
20200430,0052,15,2,25711000,84.29
20200430,0052,16,0,0,0.00
20200430,0052,17,2805,30500000,100.00
20200430,0053,1,64,7191,0.11
20200430,0053,2,691,1413809,21.79
20200430,0053,3,95,810000,12.48
20200430,0053,4,11,147000,2.26
20200430,0053,5,22,425000,6.55
20200430,0053,6,6,149000,2.29
20200430,0053,7,3,106000,1.63
20200430,0053,8,2,100000,1.54
20200430,0053,9,2,155000,2.38
20200430,0053,10,1,200000,3.08
20200430,0053,11,1,375000,5.77
20200430,0053,12,0,0,0.00
20200430,0053,13,2,1218000,18.77
20200430,0053,14,0,0,0.00
20200430,0053,15,1,1382000,21.30
20200430,0053,16,0,0,0.00
20200430,0053,17,901,6488000,100.00
20200430,0054,1,61,6778,0.06
20200430,0054,2,882,1850180,18.27
20200430,0054,3,138,1194000,11.79
20200430,0054,4,45,610000,6.02
20200430,0054,5,39,759000,7.49
20200430,0054,6,10,259042,2.55
20200430,0054,7,12,442000,4.36
20200430,0054,8,5,237000,2.34
20200430,0054,9,5,432000,4.26
20200430,0054,10,4,603000,5.95
20200430,0054,11,1,400000,3.95
20200430,0054,12,2,906000,8.94
20200430,0054,13,0,0,0.00
20200430,0054,14,0,0,0.00
20200430,0054,15,1,2425000,23.95
20200430,0054,16,0,0,0.00
20200430,0054,17,1205,10124000,100.00
20200430,0055,1,204,39691,0.10
20200430,0055,2,2518,5466475,14.91
20200430,0055,3,471,3977651,10.85
20200430,0055,4,118,1554029,4.23
20200430,0055,5,109,2062348,5.62
20200430,0055,6,79,2085181,5.68
20200430,0055,7,46,1659100,4.52
20200430,0055,8,26,1246000,3.39
20200430,0055,9,34,2438000,6.65
20200430,0055,10,18,2437525,6.65
20200430,0055,11,8,2367000,6.45
20200430,0055,12,2,924000,2.52
20200430,0055,13,1,798000,2.17
20200430,0055,14,0,0,0.00
20200430,0055,15,3,9599000,26.18
20200430,0055,16,0,0,0.00
20200430,0055,17,3637,36654000,100.00
20200430,0056,1,27943,9438525,0.42
20200430,0056,2,196337,433735835,19.54
20200430,0056,3,36916,293144768,13.21
20200430,0056,4,11845,152760502,6.88
20200430,0056,5,7409,137155446,6.18
20200430,0056,6,6104,156022670,7.03
20200430,0056,7,2826,101742927,4.58
20200430,0056,8,1690,78587066,3.54
20200430,0056,9,2656,188219433,8.48
20200430,0056,10,895,122920956,5.53
20200430,0056,11,268,73796266,3.32
20200430,0056,12,48,24099361,1.08
20200430,0056,13,17,12052711,0.54
20200430,0056,14,6,5595000,0.25
20200430,0056,15,45,429762534,19.36
20200430,0056,16,0,0,0.00
20200430,0056,17,295005,2219034000,100.00
20200430,0057,1,25,1479,0.03
20200430,0057,2,68,124000,2.73
20200430,0057,3,3,26000,0.57
20200430,0057,4,2,24000,0.53
20200430,0057,5,3,53000,1.17
20200430,0057,6,3,85000,1.87
20200430,0057,7,1,33000,0.72
20200430,0057,8,0,0,0.00
20200430,0057,9,2,168000,3.71
20200430,0057,10,1,166000,3.66
20200430,0057,11,2,529000,11.68
20200430,0057,12,1,405521,8.95
20200430,0057,13,0,0,0.00
20200430,0057,14,0,0,0.00
20200430,0057,15,1,2912000,64.32
20200430,0057,16,0,0,0.00
20200430,0057,17,112,4527000,100.00
20200430,0061,1,540,157281,0.06
20200430,0061,2,7873,18750574,7.58
